departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
BSD,KMG,MU9706,,BSDKMG,,MU3738,SZXSJW,,,,MU3738,SZXSJW,深圳宝安国际机场-石家庄正定机场
BSD,PEK,MU9705,,BSDPEK,,MF7050,SZXSJW,,,,MF7050,SZXSJW,深圳宝安国际机场-石家庄正定机场
BSD,XIY,8L9878,,BSDXIY,,NS3268,SZXSJW,,,,NS3268,SZXSJW,深圳宝安国际机场-石家庄正定机场
CAN,ACX,CZ3923,,CANACX,,KN2372,SZXSJW,,,,KN2372,SZXSJW,深圳宝安国际机场-石家庄正定机场
CAN,AEB,GX8916,,CANAEB,,8L9860,TCZCTU,,,,8L9860,TCZCTU,腾冲机场-成都双流国际机场
CAN,AOG,CZ6563,,CANAOG,,KN5516,DLCNAY,,,,KN5516,DLCNAY,大连周水子国际机场-北京南苑机场
CAN,AOG,MF4190,,CANAOG,,MU3756,DLCNAY,,,,MU3756,DLCNAY,大连周水子国际机场-北京南苑机场
CAN,AQG,CZ3319,,CANAQG,,GJ8847,HGHHDG,,,,GJ8847,HGHHDG,杭州萧山国际机场-邯郸机场
CAN,BFJ,CZ3941,,CANBFJ,,SC2680,ZUHZHA,,,,SC2680,ZUHZHA,珠海三灶机场-湛江机场
CAN,BHY,CZ3353,,CANBHY,,G52680,ZUHZHA,,,,G52680,ZUHZHA,珠海三灶机场-湛江机场
CAN,BSD,MU5738,,CANBSD,,ZH1488,KMGDAX,,,,ZH1488,KMGDAX,昆明长水国际机场-达州河市机场
CAN,CDE,HU7229,,CANCDE,,CA1488,KMGDAX,,,,CA1488,KMGDAX,昆明长水国际机场-达州河市机场
CAN,CGD,CZ3229,,CANCGD,,SC1488,KMGDAX,,,,SC1488,KMGDAX,昆明长水国际机场-达州河市机场
CAN,CGO,AQ1029,,CANCGO,,KY1488,KMGDAX,,,,KY1488,KMGDAX,昆明长水国际机场-达州河市机场
CAN,CGO,CZ3195,,CANCGO,,3U8873,CZXHAK,,,,3U8873,CZXHAK,常州奔牛机场-海口美兰国际机场
CAN,CGO,CZ3390,,CANCGO,,CZ5120,XIYJJN,,,,CZ5120,XIYJJN,西安咸阳国际机场-泉州晋江机场
CAN,CGO,CZ3392,,CANCGO,,MF8222,XIYJJN,,,,MF8222,XIYJJN,西安咸阳国际机场-泉州晋江机场
CAN,CGO,CZ3394,,CANCGO,,MU4126,XIYJJN,,,,MU4126,XIYJJN,西安咸阳国际机场-泉州晋江机场
CAN,CGO,CZ3396,,CANCGO,,NS8222,XIYJJN,,,,NS8222,XIYJJN,西安咸阳国际机场-泉州晋江机场
CAN,CGO,CZ3960,,CANCGO,,CZ9501,DLCNDG,,,,CZ9501,DLCNDG,大连周水子国际机场-齐齐哈尔三家子机场
CAN,CGO,CZ3972,,CANCGO,,MF1970,DLCNDG,,,,MF1970,DLCNDG,大连周水子国际机场-齐齐哈尔三家子机场
CAN,CGO,CZ6593,,CANCGO,,MU5627,DLCNDG,,,,MU5627,DLCNDG,大连周水子国际机场-齐齐哈尔三家子机场
CAN,CGO,CZ6625,,CANCGO,,CZ6333,DLCNDG,,,,CZ6333,DLCNDG,大连周水子国际机场-齐齐哈尔三家子机场
CAN,CGO,CZ6631,,CANCGO,,FU6660,SYXXFN,,,,FU6660,SYXXFN,三亚凤凰国际机场-襄樊刘集机场
CAN,CGO,CZ8533,,CANCGO,,CA3410,LHWNKG,,,,CA3410,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGO,HU7719,,CANCGO,,MU2257,LHWNKG,,,,MU2257,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGO,HU7739,,CANCGO,,ZH9296,LHWNKG,,,,ZH9296,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,AQ1033,,CANCGQ,,NS8288,LHWNKG,,,,NS8288,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,CZ3606,,CANCGQ,,MU4142,LHWNKG,,,,MU4142,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,CZ6276,,CANCGQ,,HU7365,LHWNKG,,,,HU7365,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,CZ6342,,CANCGQ,,MF8288,LHWNKG,,,,MF8288,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,CZ6378,,CANCGQ,,KY9296,LHWNKG,,,,KY9296,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,CZ6852,,CANCGQ,,MU2447,LHWNKG,,,,MU2447,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,MU9605,,CANCGQ,,MU2750,LHWNKG,,,,MU2750,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,ZH9691,,CANCGQ,,CZ5476,LHWNKG,,,,CZ5476,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CGQ,ZH9693,,CANCGQ,,MU2896,LHWNKG,,,,MU2896,LHWNKG,兰州中川机场-南京禄口国际机场
CAN,CIH,CZ3705,,CANCIH,,3U2021,BAVDLC,,,,3U2021,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,3U8742,,CANCKG,,CZ5867,BAVDLC,,,,CZ5867,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,3U8793,,CANCKG,,SC2845,BAVDLC,,,,SC2845,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,CA4320,,CANCKG,,SC2761,BAVDLC,,,,SC2761,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,CA4342,,CANCKG,,G52845,BAVDLC,,,,G52845,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,CA4350,,CANCKG,,G52761,BAVDLC,,,,G52761,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,CA4354,,CANCKG,,CA5887,BAVDLC,,,,CA5887,BAVDLC,包头二里半机场-大连周水子国际机场
CAN,CKG,CZ3405,,CANCKG,,SC4840,INCCIH,,,,SC4840,INCCIH,银川河东机场-长治王村机场
CAN,CKG,CZ3425,,CANCKG,,CA4840,INCCIH,,,,CA4840,INCCIH,银川河东机场-长治王村机场
CAN,CKG,CZ3439,,CANCKG,,SC4955,TAOCGQ,,,,SC4955,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ3463,,CANCKG,,CZ5023,TAOCGQ,,,,CZ5023,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8106,,CANCKG,,CZ5491,TAOCGQ,,,,CZ5491,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8118,,CANCKG,,MF1840,TAOCGQ,,,,MF1840,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8124,,CANCKG,,MF1985,TAOCGQ,,,,MF1985,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8126,,CANCKG,,G55065,TAOCGQ,,,,G55065,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8140,,CANCKG,,NS8049,TAOCGQ,,,,NS8049,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,CZ8156,,CANCKG,,NS8063,TAOCGQ,,,,NS8063,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,HU7027,,CANCKG,,CZ3963,TAOCGQ,,,,CZ3963,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,HU7037,,CANCKG,,CZ3937,TAOCGQ,,,,CZ3937,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,HU7039,,CANCKG,,CZ6165,TAOCGQ,,,,CZ6165,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,PN6206,,CANCKG,,MF8063,TAOCGQ,,,,MF8063,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,PN6254,,CANCKG,,MF8049,TAOCGQ,,,,MF8049,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,PN6382,,CANCKG,,CZ6358,TAOCGQ,,,,CZ6358,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CKG,ZH9459,,CANCKG,,CA4955,TAOCGQ,,,,CA4955,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ3129,,CANCSX,,MU4749,TAOCGQ,,,,MU4749,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ331,,CANCSX,,MU4753,TAOCGQ,,,,MU4753,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ3380,,CANCSX,,MU4763,TAOCGQ,,,,MU4763,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ3388,,CANCSX,,MU4796,TAOCGQ,,,,MU4796,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ6177,,CANCSX,,MF1751,TAOCGQ,,,,MF1751,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,CZ8543,,CANCSX,,MF1725,TAOCGQ,,,,MF1725,TAOCGQ,青岛流亭国际机场-长春龙嘉国际机场
CAN,CSX,GX8916,,CANCSX,,G52637,CKGNNG,,,,G52637,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,3U8646,,CANCTU,,MF1317,CKGNNG,,,,MF1317,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,3U8734,,CANCTU,,ZH9544,CKGNNG,,,,ZH9544,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,3U8736,,CANCTU,,KY9544,CKGNNG,,,,KY9544,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,3U8738,,CANCTU,,NS6798,CKGNNG,,,,NS6798,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,3U8744,,CANCTU,,NS6937,CKGNNG,,,,NS6937,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4302,,CANCTU,,CZ6798,CKGNNG,,,,CZ6798,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4304,,CANCTU,,CZ6937,CKGNNG,,,,CZ6937,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4306,,CANCTU,,MF4461,CKGNNG,,,,MF4461,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4308,,CANCTU,,MF4340,CKGNNG,,,,MF4340,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4310,,CANCTU,,G56538,CKGNNG,,,,G56538,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4318,,CANCTU,,MU3239,CKGNNG,,,,MU3239,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CA4334,,CANCTU,,CA3402,CKGNNG,,,,CA3402,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3377,,CANCTU,,SC9544,CKGNNG,,,,SC9544,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3401,,CANCTU,,NS3479,CKGNNG,,,,NS3479,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3403,,CANCTU,,NS3241,CKGNNG,,,,NS3241,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3417,,CANCTU,,3U8777,CKGNNG,,,,3U8777,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3427,,CANCTU,,G55154,CKGNNG,,,,G55154,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3437,,CANCTU,,MU4902,CKGNNG,,,,MU4902,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3443,,CANCTU,,CZ3479,CKGNNG,,,,CZ3479,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,CZ3483,,CANCTU,,G55011,CKGNNG,,,,G55011,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,EU2236,,CANCTU,,MU4697,CKGNNG,,,,MU4697,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,HU7351,,CANCTU,,CZ9873,CKGNNG,,,,CZ9873,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,MU5322,,CANCTU,,MF7031,CKGNNG,,,,MF7031,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,ZH9441,,CANCTU,,MF5023,CKGNNG,,,,MF5023,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,ZH9443,,CANCTU,,TV6020,CKGNNG,,,,TV6020,CKGNNG,重庆江北国际机场-南宁吴圩国际机场
CAN,CTU,ZH9445,,CANCTU,,SC8731,TAOKWL,,,,SC8731,TAOKWL,青岛流亭国际机场-桂林两江国际机场
CAN,CZX,CZ3637,,CANCZX,,QW9785,TAOKWL,,,,QW9785,TAOKWL,青岛流亭国际机场-桂林两江国际机场
CAN,CZX,CZ3899,,CANCZX,,CA4645,TAOKWL,,,,CA4645,TAOKWL,青岛流亭国际机场-桂林两江国际机场
CAN,CZX,MU2948,,CANCZX,,CA8731,TAOKWL,,,,CA8731,TAOKWL,青岛流亭国际机场-桂林两江国际机场
CAN,CZX,ZH9651,,CANCZX,,SC4645,TAOKWL,,,,SC4645,TAOKWL,青岛流亭国际机场-桂林两江国际机场
CAN,DAT,MU2621,,CANDAT,,MF7031,SJWCKG,,,,MF7031,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DAX,CA4356,,CANDAX,,MF7019,SJWCKG,,,,MF7019,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,AQ1037,,CANDLC,,G54794,SJWCKG,,,,G54794,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CA3783,,CANDLC,,CA4794,SJWCKG,,,,CA4794,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CZ3608,,CANDLC,,NS3221,SJWCKG,,,,NS3221,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CZ6200,,CANDLC,,NS3241,SJWCKG,,,,NS3241,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CZ6265,,CANDLC,,SC4794,SJWCKG,,,,SC4794,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CZ6322,,CANDLC,,PN6350,SJWCKG,,,,PN6350,SJWCKG,石家庄正定机场-重庆江北国际机场
CAN,DLC,CZ6324,,CANDLC,,CZ6442,CTUTNA,,,,CZ6442,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLC,CZ6379,,CANDLC,,SC3001,CTUTNA,,,,SC3001,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLC,CZ6468,,CANDLC,,SC3003,CTUTNA,,,,SC3003,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLC,CZ6485,,CANDLC,,CA4527,CTUTNA,,,,CA4527,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLC,HU7571,,CANDLC,,G56546,CTUTNA,,,,G56546,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLC,ZH9683,,CANDLC,,CA4902,CTUTNA,,,,CA4902,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLU,CZ3481,,CANDLU,,3U1020,CTUTNA,,,,3U1020,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DLU,MU5734,,CANDLU,,3U8811,CTUTNA,,,,3U8811,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DSN,CZ6593,,CANDSN,,3U8843,CTUTNA,,,,3U8843,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DSN,MU2283,,CANDSN,,MU4535,CTUTNA,,,,MU4535,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DYG,CZ3227,,CANDYG,,MF4062,CTUTNA,,,,MF4062,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DYG,CZ3245,,CANDYG,,SC4527,CTUTNA,,,,SC4527,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,DYG,CZ3381,,CANDYG,,ZH4527,CTUTNA,,,,ZH4527,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,ENH,CZ6589,,CANENH,,EU2719,CTUTNA,,,,EU2719,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,ENY,CZ3223,,CANENY,,SC4902,CTUTNA,,,,SC4902,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,FOC,CZ3505,,CANFOC,,8L9615,CTUTNA,,,,8L9615,CTUTNA,成都双流国际机场-济南遥墙国际机场
CAN,FOC,CZ3647,,CANFOC,,FU6578,TNAFOC,,,,FU6578,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,CZ3649,,CANFOC,,NS8042,TNAFOC,,,,NS8042,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,CZ3877,,CANFOC,,NS8034,TNAFOC,,,,NS8034,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,CZ5252,,CANFOC,,MF8034,TNAFOC,,,,MF8034,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,MF8324,,CANFOC,,MF8042,TNAFOC,,,,MF8042,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,MF8326,,CANFOC,,CZ5010,TNAFOC,,,,CZ5010,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,MF8330,,CANFOC,,CZ5016,TNAFOC,,,,CZ5016,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FOC,MF8348,,CANFOC,,ZH9472,TNAFOC,,,,ZH9472,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FUG,CZ6915,,CANFUG,,HU6578,TNAFOC,,,,HU6578,TNAFOC,济南遥墙国际机场-福州长乐国际机场
CAN,FUG,MF4471,,CANFUG,,KY9908,JJNSZX,,,,KY9908,JJNSZX,泉州晋江机场-深圳宝安国际机场
CAN,GYS,CA4583,,CANGYS,,HO1980,JJNSZX,,,,HO1980,JJNSZX,泉州晋江机场-深圳宝安国际机场
CAN,HAK,AQ1025,,CANHAK,,ZH9908,JJNSZX,,,,ZH9908,JJNSZX,泉州晋江机场-深圳宝安国际机场
CAN,HAK,CZ340,,CANHAK,,CA3822,JJNSZX,,,,CA3822,JJNSZX,泉州晋江机场-深圳宝安国际机场
CAN,HAK,CZ6772,,CANHAK,,CA3454,HAKHRB,,,,CA3454,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6774,,CANHAK,,CZ6665,HAKHRB,,,,CZ6665,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6776,,CANHAK,,MF8021,HAKHRB,,,,MF8021,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6778,,CANHAK,,NS8021,HAKHRB,,,,NS8021,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6780,,CANHAK,,MF4239,HAKHRB,,,,MF4239,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6784,,CANHAK,,3U8730,HAKHRB,,,,3U8730,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6786,,CANHAK,,HU7269,HAKHRB,,,,HU7269,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6788,,CANHAK,,CZ5001,HAKHRB,,,,CZ5001,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6790,,CANHAK,,ZH9434,HAKHRB,,,,ZH9434,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,CZ6792,,CANHAK,,KY9434,HAKHRB,,,,KY9434,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,HU7002,,CANHAK,,FU6568,HAKHRB,,,,FU6568,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,HU7004,,CANHAK,,FU6606,HAKHRB,,,,FU6606,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,HU7006,,CANHAK,,SC3030,HAKHRB,,,,SC3030,HAKHRB,海口美兰国际机场-哈尔滨太平国际机场
CAN,HAK,HU7008,,CANHAK,,MU5644,HLHSHA,,,,MU5644,HLHSHA,乌兰浩特机场-上海虹桥国际机场
CAN,HAK,HU7010,,CANHAK,,CA4731,TAOSZX,,,,CA4731,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HAK,HU7012,,CANHAK,,CA4681,TAOSZX,,,,CA4681,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HAK,ZH9353,,CANHAK,,CZ6357,TAOSZX,,,,CZ6357,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HDG,CZ3299,,CANHDG,,ZH9880,TAOSZX,,,,ZH9880,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HET,CA1382,,CANHET,,CZ6311,TAOSZX,,,,CZ6311,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HET,CZ3179,,CANHET,,ZH9930,TAOSZX,,,,ZH9930,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HET,CZ3197,,CANHET,,ZH9745,TAOSZX,,,,ZH9745,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,CZ3813,,CANHFE,,HU7722,TAOSZX,,,,HU7722,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,CZ3817,,CANHFE,,SC9880,TAOSZX,,,,SC9880,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,HU7571,,CANHFE,,CZ9333,TAOSZX,,,,CZ9333,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,MU5226,,CANHFE,,CA3728,TAOSZX,,,,CA3728,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,MU5288,,CANHFE,,CA3714,TAOSZX,,,,CA3714,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,ZH9985,,CANHFE,,MF1984,TAOSZX,,,,MF1984,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HFE,ZH9987,,CANHFE,,MU5243,TAOSZX,,,,MU5243,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,3U8422,,CANHGH,,MF1954,TAOSZX,,,,MF1954,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CA1720,,CANHGH,,MF1752,TAOSZX,,,,MF1752,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CA1722,,CANHGH,,MU4754,TAOSZX,,,,MU4754,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CA1726,,CANHGH,,KY9930,TAOSZX,,,,KY9930,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3501,,CANHGH,,KY9880,TAOSZX,,,,KY9880,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3511,,CANHGH,,MU4795,TAOSZX,,,,MU4795,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3521,,CANHGH,,CZ3964,TAOSZX,,,,CZ3964,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3801,,CANHGH,,SC4681,TAOSZX,,,,SC4681,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3803,,CANHGH,,SC4731,TAOSZX,,,,SC4731,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3819,,CANHGH,,ZH3019,TAOSZX,,,,ZH3019,TAOSZX,青岛流亭国际机场-深圳宝安国际机场
CAN,HGH,CZ3829,,CANHGH,,MF1884,DQAPEK,,,,MF1884,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,CZ3847,,CANHGH,,ZH1696,DQAPEK,,,,ZH1696,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,CZ3849,,CANHGH,,MU3619,DQAPEK,,,,MU3619,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,CZ3869,,CANHGH,,SC1696,DQAPEK,,,,SC1696,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,CZ5286,,CANHGH,,CA1696,DQAPEK,,,,CA1696,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,FM9352,,CANHGH,,CZ6213,DQAPEK,,,,CZ6213,DQAPEK,大庆萨尔图机场-北京首都国际机场
CAN,HGH,GJ8082,,CANHGH,,JD5347,TNANNG,,,,JD5347,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,GJ8700,,CANHGH,,ZH9472,TNANNG,,,,ZH9472,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,HU7261,,CANHGH,,PN6367,TNANNG,,,,PN6367,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,HU7361,,CANHGH,,CA4933,TNANNG,,,,CA4933,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,HU7461,,CANHGH,,SC4933,TNANNG,,,,SC4933,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,HU7761,,CANHGH,,3U1063,TNANNG,,,,3U1063,TNANNG,济南遥墙国际机场-南宁吴圩国际机场
CAN,HGH,MF8382,,CANHGH,,CA4700,SHESJW,,,,CA4700,SHESJW,沈阳桃仙国际机场-石家庄正定机场
CAN,HGH,MU5212,,CANHGH,,JD5536,SHESJW,,,,JD5536,SHESJW,沈阳桃仙国际机场-石家庄正定机场
CAN,HGH,MU5216,,CANHGH,,SC4700,SHESJW,,,,SC4700,SHESJW,沈阳桃仙国际机场-石家庄正定机场
CAN,HGH,MU5218,,CANHGH,,BK2932,ZHATSN,,,,BK2932,ZHATSN,湛江机场-天津滨海国际机场
CAN,HGH,MU9352,,CANHGH,,ZH9474,CSXYTY,,,,ZH9474,CSXYTY,长沙黄花国际机场-扬州泰州机场
CAN,HGH,ZH9981,,CANHGH,,KY9474,CSXYTY,,,,KY9474,CSXYTY,长沙黄花国际机场-扬州泰州机场
CAN,HIA,MU2870,,CANHIA,,CA3452,CSXYTY,,,,CA3452,CSXYTY,长沙黄花国际机场-扬州泰州机场
CAN,HRB,3U8162,,CANHRB,,CA5849,JGNDNH,,,,CA5849,JGNDNH,嘉峪关机场-甘肃敦煌机场
CAN,HRB,AQ1021,,CANHRB,,G52689,JGNDNH,,,,G52689,JGNDNH,嘉峪关机场-甘肃敦煌机场
CAN,HRB,CZ3615,,CANHRB,,HU1625,LYGTSN,,,,HU1625,LYGTSN,连云港白塔埠机场-天津滨海国际机场
CAN,HRB,CZ3623,,CANHRB,,GX8853,LYGTSN,,,,GX8853,LYGTSN,连云港白塔埠机场-天津滨海国际机场
CAN,HRB,CZ3905,,CANHRB,,HO1269,SHAJUH,,,,HO1269,SHAJUH,上海虹桥国际机场-九华山机场
CAN,HRB,CZ8740,,CANHRB,,MU4017,SHAJUH,,,,MU4017,SHAJUH,上海虹桥国际机场-九华山机场
CAN,HRB,HU7275,,CANHRB,,CZ5281,SHASZX,,,,CZ5281,SHASZX,上海虹桥国际机场-深圳宝安国际机场
CAN,HRB,ZH9673,,CANHRB,,CZ5275,SHASZX,,,,CZ5275,SHASZX,上海虹桥国际机场-深圳宝安国际机场
