departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
,,,,,,SC9601,SHENTG,,,,SC9601,SHENTG,沈阳桃仙国际机场-南通兴东机场
,,,,,,SC2714,ACXCKG,,,,SC2714,ACXCKG,兴义机场-重庆江北国际机场
,,,,,,CZ5848,ACXCKG,,,,CZ5848,ACXCKG,兴义机场-重庆江北国际机场
,,,,,,G52714,ACXCKG,,,,G52714,ACXCKG,兴义机场-重庆江北国际机场
,,,,,,CA5864,ACXCKG,,,,CA5864,ACXCKG,兴义机场-重庆江北国际机场
,,,,,,8L9896,SWALJG,,,,8L9896,SWALJG,揭阳潮汕机场-丽江三义机场
,,,,,,MU2180,YNJSHA,,,,MU2180,YNJSHA,延吉朝阳川机场-上海虹桥国际机场
,,,,,,MU5144,HRBSHA,,,,MU5144,HRBSHA,哈尔滨太平国际机场-上海虹桥国际机场
,,,,,,MU5518,HRBSHA,,,,MU5518,HRBSHA,哈尔滨太平国际机场-上海虹桥国际机场
,,,,,,GS6425,LYIWNZ,,,,GS6425,LYIWNZ,临沂沐埠岭机场-温州永强机场
,,,,,,MF3035,KMGHFE,,,,MF3035,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,3U8245,KMGHFE,,,,3U8245,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,BK2845,KMGHFE,,,,BK2845,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,MU5475,KMGHFE,,,,MU5475,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,JR5475,KMGHFE,,,,JR5475,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,JR5330,KMGHFE,,,,JR5330,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,MU3168,KMGHFE,,,,MU3168,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,3U5165,KMGHFE,,,,3U5165,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,3U5161,KMGHFE,,,,3U5161,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,3U5163,KMGHFE,,,,3U5163,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,3U5159,KMGHFE,,,,3U5159,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,8L9861,KMGHFE,,,,8L9861,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,MU5078,KMGHFE,,,,MU5078,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,MU5330,KMGHFE,,,,MU5330,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,MU5464,KMGHFE,,,,MU5464,KMGHFE,昆明长水国际机场-合肥新桥国际机场
,,,,,,GJ8759,HGHLHW,,,,GJ8759,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,GJ8797,HGHLHW,,,,GJ8797,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,CZ5159,HGHLHW,,,,CZ5159,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,CA1765,HGHLHW,,,,CA1765,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,CA1767,HGHLHW,,,,CA1767,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,NS8257,HGHLHW,,,,NS8257,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,MF8257,HGHLHW,,,,MF8257,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,ZH1767,HGHLHW,,,,ZH1767,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,ZH1765,HGHLHW,,,,ZH1765,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,MU2445,HGHLHW,,,,MU2445,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,SC1765,HGHLHW,,,,SC1765,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,SC1767,HGHLHW,,,,SC1767,HGHLHW,杭州萧山国际机场-兰州中川机场
,,,,,,MF8216,LHWJJN,,,,MF8216,LHWJJN,兰州中川机场-泉州晋江机场
,,,,,,NS8216,LHWJJN,,,,NS8216,LHWJJN,兰州中川机场-泉州晋江机场
,,,,,,CZ5140,LHWJJN,,,,CZ5140,LHWJJN,兰州中川机场-泉州晋江机场
,,,,,,GS6401,DLCYNT,,,,GS6401,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,GS6403,DLCYNT,,,,GS6403,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,BK2892,DLCYNT,,,,BK2892,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,BK2790,DLCYNT,,,,BK2790,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,BK2732,DLCYNT,,,,BK2732,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,BK2740,DLCYNT,,,,BK2740,DLCYNT,大连周水子国际机场-烟台蓬莱国际机场
,,,,,,ZH1115,PEKHET,,,,ZH1115,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,ZH1117,PEKHET,,,,ZH1117,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,ZH1111,PEKHET,,,,ZH1111,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,ZH1105,PEKHET,,,,ZH1105,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,ZH1103,PEKHET,,,,ZH1103,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,ZH1101,PEKHET,,,,ZH1101,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,SC1103,PEKHET,,,,SC1103,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,SC1105,PEKHET,,,,SC1105,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,SC1101,PEKHET,,,,SC1101,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,SC1115,PEKHET,,,,SC1115,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,SC1111,PEKHET,,,,SC1111,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,HU7175,PEKHET,,,,HU7175,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1211,PEKHET,,,,CA1211,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1127,PEKHET,,,,CA1127,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1103,PEKHET,,,,CA1103,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1101,PEKHET,,,,CA1101,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1105,PEKHET,,,,CA1105,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1111,PEKHET,,,,CA1111,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1115,PEKHET,,,,CA1115,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,CA1117,PEKHET,,,,CA1117,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,GS7175,PEKHET,,,,GS7175,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,G54013,PEKHET,,,,G54013,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,G54015,PEKHET,,,,G54015,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,G54011,PEKHET,,,,G54011,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,G54007,PEKHET,,,,G54007,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,G54009,PEKHET,,,,G54009,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,JD5119,PEKHET,,,,JD5119,PEKHET,北京首都国际机场-呼和浩特白塔机场
,,,,,,GS7636,XMNCGD,,,,GS7636,XMNCGD,厦门高崎国际机场-常德桃花源机场
,,,,,,CA1656,PVGTSN,,,,CA1656,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,HU7206,PVGTSN,,,,HU7206,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,SC1656,PVGTSN,,,,SC1656,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,MU9069,PVGTSN,,,,MU9069,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,HO1135,PVGTSN,,,,HO1135,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,GS7882,PVGTSN,,,,GS7882,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,MU2083,PVGTSN,,,,MU2083,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,ZH1656,PVGTSN,,,,ZH1656,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,FM9069,PVGTSN,,,,FM9069,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,CA3203,PVGTSN,,,,CA3203,PVGTSN,上海浦东国际机场-天津滨海国际机场
,,,,,,CZ6457,NNGNGB,,,,CZ6457,NNGNGB,南宁吴圩国际机场-宁波栎社国际机场
,,,,,,MF4077,NNGNGB,,,,MF4077,NNGNGB,南宁吴圩国际机场-宁波栎社国际机场
,,,,,,KY9667,CANTAO,,,,KY9667,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,KY9693,CANTAO,,,,KY9693,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CZ9338,CANTAO,,,,CZ9338,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,KY9123,CANTAO,,,,KY9123,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,SC9693,CANTAO,,,,SC9693,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,ZH3018,CANTAO,,,,ZH3018,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CA3835,CANTAO,,,,CA3835,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CA3602,CANTAO,,,,CA3602,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CA3584,CANTAO,,,,CA3584,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,HU7275,CANTAO,,,,HU7275,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MU5258,CANTAO,,,,MU5258,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CA4676,CANTAO,,,,CA4676,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CA4712,CANTAO,,,,CA4712,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MF1367,CANTAO,,,,MF1367,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MF1401,CANTAO,,,,MF1401,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CZ3533,CANTAO,,,,CZ3533,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,SC4676,CANTAO,,,,SC4676,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CZ3573,CANTAO,,,,CZ3573,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,SC4712,CANTAO,,,,SC4712,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MF1533,CANTAO,,,,MF1533,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,ZH9667,CANTAO,,,,ZH9667,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MF1603,CANTAO,,,,MF1603,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,ZH9693,CANTAO,,,,ZH9693,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MU3274,CANTAO,,,,MU3274,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,ZH9123,CANTAO,,,,ZH9123,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MU3298,CANTAO,,,,MU3298,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MU3376,CANTAO,,,,MU3376,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,MU3424,CANTAO,,,,MU3424,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CZ3715,CANTAO,,,,CZ3715,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,CZ3799,CANTAO,,,,CZ3799,CANTAO,广州白云国际机场-青岛流亭国际机场
,,,,,,HU7356,XMNCIH,,,,HU7356,XMNCIH,厦门高崎国际机场-长治王村机场
,,,,,,CA4970,KRLTAO,,,,CA4970,KRLTAO,库尔勒机场-青岛流亭国际机场
,,,,,,SC4970,KRLTAO,,,,SC4970,KRLTAO,库尔勒机场-青岛流亭国际机场
,,,,,,CZ5429,SZXPEK,,,,CZ5429,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3189,SZXPEK,,,,CZ3189,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3153,SZXPEK,,,,CZ3153,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3155,SZXPEK,,,,CZ3155,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3157,SZXPEK,,,,CZ3157,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3159,SZXPEK,,,,CZ3159,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3151,SZXPEK,,,,CZ3151,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3191,SZXPEK,,,,CZ3191,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3193,SZXPEK,,,,CZ3193,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3255,SZXPEK,,,,CZ3255,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9959,SZXPEK,,,,ZH9959,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9582,SZXPEK,,,,ZH9582,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9831,SZXPEK,,,,ZH9831,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9851,SZXPEK,,,,ZH9851,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9821,SZXPEK,,,,ZH9821,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9801,SZXPEK,,,,ZH9801,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9890,SZXPEK,,,,ZH9890,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU4683,SZXPEK,,,,MU4683,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,NS8141,SZXPEK,,,,NS8141,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7706,SZXPEK,,,,HU7706,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7708,SZXPEK,,,,HU7708,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7702,SZXPEK,,,,HU7702,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7704,SZXPEK,,,,HU7704,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7712,SZXPEK,,,,HU7712,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7710,SZXPEK,,,,HU7710,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1045,SZXPEK,,,,MF1045,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1049,SZXPEK,,,,MF1049,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1047,SZXPEK,,,,MF1047,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1051,SZXPEK,,,,MF1051,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1071,SZXPEK,,,,MF1071,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1073,SZXPEK,,,,MF1073,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1075,SZXPEK,,,,MF1075,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1133,SZXPEK,,,,MF1133,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA983,SZXPEK,,,,CA983,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF8141,SZXPEK,,,,MF8141,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3746,SZXPEK,,,,CA3746,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1368,SZXPEK,,,,SC1368,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1358,SZXPEK,,,,SC1358,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1398,SZXPEK,,,,SC1398,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1384,SZXPEK,,,,SC1384,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1338,SZXPEK,,,,SC1338,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1314,SZXPEK,,,,SC1314,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1304,SZXPEK,,,,SC1304,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1306,SZXPEK,,,,SC1306,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,SC1308,SZXPEK,,,,SC1308,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MF1750,SZXPEK,,,,MF1750,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9105,SZXPEK,,,,ZH9105,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9107,SZXPEK,,,,ZH9107,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9109,SZXPEK,,,,ZH9109,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9111,SZXPEK,,,,ZH9111,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9113,SZXPEK,,,,ZH9113,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9103,SZXPEK,,,,ZH9103,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH9101,SZXPEK,,,,ZH9101,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3306,SZXPEK,,,,CA3306,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3308,SZXPEK,,,,CA3308,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3302,SZXPEK,,,,CA3302,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3304,SZXPEK,,,,CA3304,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3310,SZXPEK,,,,CA3310,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA3312,SZXPEK,,,,CA3312,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9959,SZXPEK,,,,KY9959,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CZ3962,SZXPEK,,,,CZ3962,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9582,SZXPEK,,,,KY9582,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1398,SZXPEK,,,,ZH1398,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1384,SZXPEK,,,,ZH1384,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1358,SZXPEK,,,,ZH1358,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1368,SZXPEK,,,,ZH1368,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1338,SZXPEK,,,,ZH1338,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1314,SZXPEK,,,,ZH1314,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1304,SZXPEK,,,,ZH1304,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1306,SZXPEK,,,,ZH1306,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,ZH1308,SZXPEK,,,,ZH1308,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1384,SZXPEK,,,,CA1384,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1398,SZXPEK,,,,CA1398,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1358,SZXPEK,,,,CA1358,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1368,SZXPEK,,,,CA1368,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1314,SZXPEK,,,,CA1314,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1308,SZXPEK,,,,CA1308,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1304,SZXPEK,,,,CA1304,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1306,SZXPEK,,,,CA1306,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,CA1338,SZXPEK,,,,CA1338,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9821,SZXPEK,,,,KY9821,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9831,SZXPEK,,,,KY9831,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9851,SZXPEK,,,,KY9851,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9801,SZXPEK,,,,KY9801,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,KY9890,SZXPEK,,,,KY9890,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3525,SZXPEK,,,,MU3525,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3048,SZXPEK,,,,MU3048,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3046,SZXPEK,,,,MU3046,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3044,SZXPEK,,,,MU3044,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3042,SZXPEK,,,,MU3042,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3062,SZXPEK,,,,MU3062,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3064,SZXPEK,,,,MU3064,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,MU3066,SZXPEK,,,,MU3066,SZXPEK,深圳宝安国际机场-北京首都国际机场
,,,,,,HU7869,CKGENY,,,,HU7869,CKGENY,重庆江北国际机场-延安二十里铺机场
,,,,,,CZ5418,NGBCSX,,,,CZ5418,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,MF8520,NGBCSX,,,,MF8520,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,EU2730,NGBCSX,,,,EU2730,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,PN6260,NGBCSX,,,,PN6260,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,HU7328,NGBCSX,,,,HU7328,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,NS8520,NGBCSX,,,,NS8520,NGBCSX,宁波栎社国际机场-长沙黄花国际机场
,,,,,,MU4727,CTUINC,,,,MU4727,CTUINC,成都双流国际机场-银川河东机场
,,,,,,3U5073,CTUINC,,,,3U5073,CTUINC,成都双流国际机场-银川河东机场
,,,,,,CA4231,CTUINC,,,,CA4231,CTUINC,成都双流国际机场-银川河东机场
,,,,,,TV6903,CTUINC,,,,TV6903,CTUINC,成都双流国际机场-银川河东机场
,,,,,,EU2275,CTUINC,,,,EU2275,CTUINC,成都双流国际机场-银川河东机场
,,,,,,SC4231,CTUINC,,,,SC4231,CTUINC,成都双流国际机场-银川河东机场
,,,,,,3U8115,CTUINC,,,,3U8115,CTUINC,成都双流国际机场-银川河东机场
,,,,,,CA404,CTUINC,,,,CA404,CTUINC,成都双流国际机场-银川河东机场
,,,,,,MU5639,CTUINC,,,,MU5639,CTUINC,成都双流国际机场-银川河东机场
,,,,,,ZH4231,CTUINC,,,,ZH4231,CTUINC,成都双流国际机场-银川河东机场
,,,,,,JR5639,CTUINC,,,,JR5639,CTUINC,成都双流国际机场-银川河东机场
,,,,,,3U8877,CTUINC,,,,3U8877,CTUINC,成都双流国际机场-银川河东机场
,,,,,,3U8945,CTUINC,,,,3U8945,CTUINC,成都双流国际机场-银川河东机场
,,,,,,CZ3635,LYGXUZ,,,,CZ3635,LYGXUZ,连云港白塔埠机场-徐州观音机场
,,,,,,HU7227,HAKTNA,,,,HU7227,HAKTNA,海口美兰国际机场-济南遥墙国际机场
,,,,,,3U1056,HAKTNA,,,,3U1056,HAKTNA,海口美兰国际机场-济南遥墙国际机场
,,,,,,SC1186,HAKTNA,,,,SC1186,HAKTNA,海口美兰国际机场-济南遥墙国际机场
,,,,,,CA1186,HAKTNA,,,,CA1186,HAKTNA,海口美兰国际机场-济南遥墙国际机场
,,,,,,SC4890,WEHSHA,,,,SC4890,WEHSHA,威海国际机场-上海虹桥国际机场
,,,,,,CA4890,WEHSHA,,,,CA4890,WEHSHA,威海国际机场-上海虹桥国际机场
,,,,,,MU5582,WEHSHA,,,,MU5582,WEHSHA,威海国际机场-上海虹桥国际机场
,,,,,,MU2286,WEHSHA,,,,MU2286,WEHSHA,威海国际机场-上海虹桥国际机场
,,,,,,CZ3583,KHNTYN,,,,CZ3583,KHNTYN,南昌昌北国际机场-太原武宿国际机场
,,,,,,MF1411,KHNTYN,,,,MF1411,KHNTYN,南昌昌北国际机场-太原武宿国际机场
,,,,,,MU9355,NKGCAN,,,,MU9355,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU9357,NKGCAN,,,,MU9357,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU2807,NKGCAN,,,,MU2807,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU4744,NKGCAN,,,,MU4744,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9682,NKGCAN,,,,ZH9682,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9678,NKGCAN,,,,ZH9678,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9626,NKGCAN,,,,ZH9626,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9618,NKGCAN,,,,ZH9618,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9622,NKGCAN,,,,ZH9622,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,HU7114,NKGCAN,,,,HU7114,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9709,NKGCAN,,,,ZH9709,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9866,NKGCAN,,,,ZH9866,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9868,NKGCAN,,,,ZH9868,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9862,NKGCAN,,,,ZH9862,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,ZH9864,NKGCAN,,,,ZH9864,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,HU7214,NKGCAN,,,,HU7214,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,HU7714,NKGCAN,,,,HU7714,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1348,NKGCAN,,,,MF1348,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1342,NKGCAN,,,,MF1342,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1428,NKGCAN,,,,MF1428,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1518,NKGCAN,,,,MF1518,NKGCAN,南京禄口国际机场-广州白云国际机场
